customer_id,customer_tenure_days,avg_watch_time_per_session,total_watch_minutes,avg_session_duration,avg_completion_percentage,days_since_last_activity,distinct_titles_watched,distinct_devices,login_frequency,monthly_watch_time_trend,engagement_score,customer_lifetime_value,failed_payment_count,total_payments,failed_payment_rate,support_ticket_count,avg_customer_satisfaction,plan_changes,current_plan,current_plan_tier,negative_feedback_count,avg_feedback_rating,age,gender,country,acquisition_channel,customer_segment,preferred_language,churned
CUST007084,1682,52.285714285714285,366.0,60.857142857142854,78.42857142857143,56.0,7.0,5.0,1.4,1.1714285714285724,0.36906361999136195,232.35,0,15,0.0,1,3.0,1,PLAN02,2,0,3.0,48,Female,Italy,Referral,Individual,Hindi,0
CUST001439,658,58.22222222222222,524.0,68.88888888888889,79.33333333333333,83.0,9.0,4.0,1.2857142857142858,-17.999999999999993,0.38218279353334317,97.86,1,15,0.06666666666666667,1,3.0,1,PLAN01,1,0,3.0,44,Female,India,Email Campaign,Individual,Hindi,1
CUST005082,411,45.4,227.0,55.0,54.2,11.0,5.0,4.0,1.25,8.6,0.36997437109352715,83.88,1,13,0.07692307692307693,1,3.0,1,PLAN01,1,0,5.0,44,Prefer not to say,Australia,Referral,Corporate Bundle,Portuguese,1
CUST005039,2487,37.2,186.0,44.0,66.8,24.0,5.0,4.0,1.0,17.342857142857135,0.3445333420257023,201.37,2,15,0.13333333333333333,0,3.0,1,PLAN02,2,0,4.0,19,Male,Indonesia,Paid Social,Family,English,0
CUST005813,606,47.30769230769231,615.0,56.69230769230769,72.53846153846153,20.0,13.0,4.0,1.4444444444444444,-0.05714285714285631,0.4587919961391395,76.89,4,15,0.26666666666666666,0,3.0,1,PLAN01,1,0,3.0,19,Male,Canada,Direct,Family,English,1
CUST003648,903,58.75,470.0,66.0,70.625,81.0,8.0,5.0,1.1428571428571428,-18.742857142857133,0.36811999194403666,201.37,2,15,0.13333333333333333,1,4.0,1,PLAN02,2,0,3.0,31,Female,Canada,App Store,Student,Portuguese,0
CUST000223,602,59.0,118.0,70.5,55.0,103.0,2.0,2.0,1.0,-1.8,0.26342099044111056,101.36,0,15,0.0,1,3.0,1,PLAN01,1,0,4.0,18,Male,India,Affiliate Partner,Student,English,0
CUST005966,762,44.785714285714285,627.0,50.142857142857146,62.92857142857143,101.0,14.0,5.0,2.0,-13.514285714285718,0.4061832079730754,90.87,2,15,0.13333333333333333,0,3.0,1,PLAN01,1,1,3.0,41,Female,Canada,Email Campaign,Individual,Portuguese,1
CUST002883,791,46.46666666666667,697.0,53.86666666666667,70.6,6.0,15.0,5.0,1.5,-6.485714285714283,0.4909221516872702,104.85000000000001,0,15,0.0,1,3.0,2,PLAN01,1,0,3.0,35,Female,United States,Organic Search,Individual,Korean,0
CUST003459,2198,55.25,442.0,65.125,70.125,100.0,8.0,2.0,1.3333333333333333,-7.42857142857143,0.3496503766240469,83.88,3,15,0.2,0,3.0,1,PLAN01,1,1,2.0,45,Female,United Kingdom,App Store,Individual,Portuguese,1
CUST003269,795,56.1,561.0,63.1,69.0,64.0,10.0,4.0,1.25,-4.571428571428573,0.40588922934000476,232.35,0,15,0.0,2,3.0,1,PLAN02,2,1,2.0,40,Male,France,Organic Search,Individual,Arabic,0
CUST004530,597,52.0,260.0,56.2,82.2,32.0,5.0,2.0,1.6666666666666667,11.314285714285717,0.3688998992228479,344.84999999999997,0,15,0.0,0,3.0,1,PLAN03,3,1,3.0,33,Female,United Arab Emirates,Affiliate Partner,Student,English,0
CUST005457,465,82.0,82.0,94.0,93.0,32.0,1.0,1.0,1.0,7.02857142857143,0.31321082525893756,321.87,0,15,0.0,2,3.5,1,PLAN03,3,0,3.0,31,Female,Nigeria,Affiliate Partner,Individual,Hindi,1
CUST000801,2505,50.0,150.0,60.666666666666664,79.66666666666667,286.0,3.0,2.0,1.5,0.0,0.1306245467065429,321.85999999999996,1,15,0.06666666666666667,2,3.0,1,PLAN03,3,0,3.0,25,Female,United States,Organic Search,Individual,Korean,0
CUST000737,60,39.375,315.0,48.0,60.875,3.0,7.0,4.0,4.0,30.885714285714286,0.4524896302755209,13.98,0,2,0.0,1,1.0,1,PLAN01,1,0,3.0,34,Prefer not to say,United States,Referral,Individual,English,1
CUST004175,116,49.5,693.0,59.0,70.0,4.0,14.0,4.0,3.5,66.88571428571427,0.5316141729075159,68.97,0,3,0.0,1,5.0,1,PLAN03,3,0,3.0,42,Male,United Arab Emirates,Referral,Family,Spanish,0
CUST004740,110,42.5,85.0,52.5,59.5,13.0,2.0,2.0,1.0,11.685714285714283,0.3295411244122465,27.96,0,3,0.0,0,3.0,1,PLAN01,1,0,3.0,34,Prefer not to say,United States,Organic Search,Individual,Hindi,1
CUST007520,531,48.083333333333336,577.0,54.083333333333336,69.16666666666667,1.0,12.0,4.0,2.4,48.399999999999984,0.48447730884258394,104.85000000000001,0,15,0.0,3,3.0,1,PLAN01,1,0,3.0,43,Male,Germany,Referral,Individual,Tagalog,0
CUST007643,819,58.0,580.0,64.7,80.0,12.0,10.0,4.0,2.5,43.45714285714284,0.4781500737493175,97.86,1,15,0.06666666666666667,1,1.0,1,PLAN01,1,0,3.0,34,Female,United States,Direct,Individual,Italian,0
CUST007373,594,47.61538461538461,619.0,55.84615384615385,65.3076923076923,72.0,13.0,3.0,1.8571428571428572,-27.514285714285705,0.4252580527619032,232.35,0,15,0.0,1,1.0,1,PLAN02,2,0,3.0,64,Male,India,Organic Search,Corporate Bundle,Portuguese,0
CUST004901,2667,47.72727272727273,525.0,55.36363636363637,71.36363636363636,150.0,11.0,4.0,1.5714285714285714,-8.428571428571427,0.33306653969599215,216.86,1,15,0.06666666666666667,0,3.0,1,PLAN02,2,0,3.0,19,Female,United Kingdom,Email Campaign,Student,German,0
CUST006693,1062,26.333333333333332,158.0,36.5,65.33333333333333,6.0,6.0,2.0,1.5,9.485714285714284,0.3626651618002982,232.35,0,15,0.0,3,4.333333333333333,1,PLAN02,2,0,3.0,32,Female,Germany,Paid Social,Individual,German,1
CUST007804,357,40.15384615384615,522.0,49.69230769230769,59.76923076923077,23.0,13.0,4.0,1.4444444444444444,-6.657142857142856,0.43419655800300067,229.89999999999998,1,11,0.09090909090909091,1,5.0,1,PLAN03,3,0,4.0,34,Other,India,Paid Social,Individual,Indonesian,0
CUST004464,1859,40.4,202.0,49.6,82.8,43.0,5.0,3.0,1.0,6.342857142857142,0.33272416125430887,275.88,3,15,0.2,1,2.0,2,PLAN03,3,1,3.0,36,Female,India,Organic Search,Individual,French,0
CUST003018,137,54.25,434.0,60.0,67.0,2.0,8.0,3.0,2.0,-5.485714285714286,0.4416280263704742,27.96,0,4,0.0,2,4.0,1,PLAN01,1,0,3.0,37,Female,Italy,Direct,Individual,Arabic,1
CUST000534,1354,40.72727272727273,448.0,46.90909090909091,66.72727272727273,12.0,11.0,4.0,1.8333333333333333,15.91428571428571,0.4334068653416237,185.88,3,15,0.2,1,4.0,1,PLAN02,2,0,3.0,40,Female,United States,App Store,Individual,Italian,0
CUST001043,1415,44.0,440.0,46.9,59.3,22.0,10.0,5.0,1.4285714285714286,1.0571428571428558,0.4151888203718083,275.88,3,15,0.2,1,4.0,1,PLAN03,3,1,2.5,51,Male,Canada,Paid Social,Individual,Portuguese,0
CUST002663,875,54.875,439.0,61.5,77.0,14.0,8.0,3.0,1.6,13.542857142857137,0.42495478066708503,216.86,1,15,0.06666666666666667,1,4.0,2,PLAN02,2,0,3.0,27,Female,India,Organic Search,Family,English,0
CUST003711,2348,56.285714285714285,394.0,62.714285714285715,61.0,224.0,7.0,4.0,2.3333333333333335,0.0,0.2563107956505559,275.88,3,15,0.2,0,3.0,1,PLAN03,3,0,3.0,30,Female,Spain,Email Campaign,Family,French,1
CUST004776,1708,57.111111111111114,514.0,63.666666666666664,67.22222222222223,33.0,9.0,4.0,1.8,-7.428571428571424,0.43118486223953456,321.85999999999996,1,15,0.06666666666666667,1,2.0,1,PLAN03,3,0,3.0,41,Male,Canada,Referral,Corporate Bundle,English,0
CUST004363,1551,56.416666666666664,677.0,66.25,62.833333333333336,66.0,12.0,5.0,1.5,-8.514285714285716,0.43684801121315586,298.87,2,15,0.13333333333333333,0,3.0,1,PLAN03,3,0,3.0,25,Other,Mexico,Paid Social,Individual,Portuguese,1
CUST006578,2386,47.416666666666664,569.0,53.333333333333336,69.58333333333333,9.0,12.0,4.0,1.7142857142857142,9.799999999999997,0.4622840518701593,83.88,3,15,0.2,0,3.0,1,PLAN01,1,0,3.0,55,Male,United Arab Emirates,Affiliate Partner,Individual,English,0
CUST002277,109,50.714285714285715,355.0,61.42857142857143,73.0,2.0,7.0,3.0,2.3333333333333335,32.42857142857142,0.4294963587123342,20.97,0,3,0.0,1,5.0,1,PLAN01,1,0,3.0,30,Female,United Kingdom,Organic Search,Individual,English,1
CUST003308,439,56.625,453.0,59.75,74.0,4.0,8.0,4.0,1.6,30.857142857142847,0.4365053091359514,216.86,0,14,0.0,0,3.0,1,PLAN02,2,0,3.0,34,Female,India,Paid Social,Individual,Portuguese,0
CUST003347,2100,64.5,516.0,72.75,57.25,11.0,7.0,3.0,1.3333333333333333,1.2571428571428584,0.44040962788511945,208.87,2,15,0.13333333333333333,0,3.0,1,PLAN02,2,0,3.0,44,Male,India,App Store,Family,English,0
CUST006224,1292,46.666666666666664,420.0,50.888888888888886,60.44444444444444,72.0,9.0,5.0,1.5,-26.628571428571423,0.3707624294084571,113.86,1,15,0.06666666666666667,1,3.0,1,PLAN01,1,0,3.0,34,Male,India,Organic Search,Corporate Bundle,Portuguese,1
CUST005545,530,59.42857142857143,416.0,68.14285714285714,72.42857142857143,24.0,7.0,4.0,1.0,-5.457142857142852,0.39926266980678493,232.35,0,15,0.0,1,3.0,1,PLAN02,2,0,3.0,34,Female,United States,App Store,Individual,English,0
CUST003817,583,95.55555555555556,860.0,97.88888888888889,75.33333333333333,29.0,9.0,3.0,1.5,-71.02857142857141,0.5108044787430834,216.86,1,15,0.06666666666666667,0,3.0,1,PLAN02,2,1,1.0,20,Female,United States,Affiliate Partner,Individual,English,0
CUST006028,2732,46.42857142857143,325.0,59.285714285714285,83.14285714285714,44.0,7.0,4.0,1.4,8.4,0.3691705361290165,232.35,0,15,0.0,1,4.0,1,PLAN02,2,0,3.0,34,Female,Mexico,Paid Social,Individual,Portuguese,0
CUST007091,1523,68.83333333333333,413.0,75.5,61.0,7.0,6.0,3.0,2.0,24.42857142857142,0.43252141174936637,232.35,0,15,0.0,1,4.0,1,PLAN02,2,0,4.0,23,Other,United States,Referral,Individual,English,0
CUST002800,582,52.25,418.0,64.75,59.0,29.0,8.0,4.0,1.3333333333333333,15.028571428571427,0.4022956546304521,321.85999999999996,1,15,0.06666666666666667,1,5.0,1,PLAN03,3,0,3.0,45,Female,Brazil,Paid Social,Corporate Bundle,English,0
CUST001895,1312,44.5,534.0,52.916666666666664,69.75,43.0,12.0,4.0,1.5,-5.685714285714283,0.42172475613830646,83.88,3,15,0.2,1,2.0,1,PLAN01,1,0,3.0,32,Male,United States,App Store,Individual,Korean,1
CUST006837,544,41.333333333333336,248.0,51.0,66.0,21.0,6.0,3.0,1.2,15.399999999999997,0.3657522185913473,298.87,2,15,0.13333333333333333,1,3.0,1,PLAN03,3,0,3.0,32,Female,India,Paid Social,Individual,English,1
CUST007061,783,48.666666666666664,292.0,56.833333333333336,70.5,19.0,6.0,3.0,1.0,14.028571428571425,0.3738660125659058,232.35,0,15,0.0,1,4.0,1,PLAN02,2,1,1.0,34,Female,Japan,Organic Search,Family,English,0
CUST002132,632,37.55555555555556,338.0,46.0,76.88888888888889,74.0,9.0,4.0,1.5,-4.657142857142857,0.34960639867006754,193.63,2,15,0.13333333333333333,3,3.0,1,PLAN02,2,0,3.0,38,Female,United Kingdom,App Store,Family,Arabic,0
CUST003081,2080,28.857142857142858,202.0,34.0,62.285714285714285,66.0,7.0,3.0,1.4,-1.8285714285714283,0.3218200516652677,216.86,1,15,0.06666666666666667,0,3.0,1,PLAN02,2,0,4.0,56,Female,India,App Store,Student,English,0
CUST005698,775,65.5,262.0,73.5,79.5,134.0,4.0,3.0,1.0,-7.028571428571431,0.27220685664925476,209.12,1,15,0.06666666666666667,0,3.0,1,PLAN02,2,0,3.0,27,Prefer not to say,Indonesia,Paid Social,Individual,Arabic,1
CUST004514,753,41.0,246.0,48.833333333333336,63.833333333333336,3.0,6.0,2.0,2.0,23.857142857142858,0.3960708319411961,216.86,1,15,0.06666666666666667,0,3.0,1,PLAN02,2,0,3.0,30,Male,Poland,Referral,Individual,English,0
CUST002264,1492,49.0,147.0,57.333333333333336,69.0,16.0,3.0,2.0,1.0,5.028571428571427,0.34182849412857647,216.86,1,15,0.06666666666666667,1,1.0,1,PLAN02,2,0,3.0,26,Female,United Kingdom,Organic Search,Individual,Indonesian,1
CUST001889,1809,63.57142857142857,445.0,71.0,74.0,20.0,7.0,2.0,1.4,3.0571428571428547,0.41745099541205904,321.85999999999996,1,15,0.06666666666666667,0,3.0,1,PLAN03,3,0,3.0,42,Female,Germany,Organic Search,Individual,Portuguese,0
CUST005350,122,51.4,514.0,60.6,73.6,20.0,10.0,5.0,3.3333333333333335,8.799999999999999,0.47253646041305053,61.96,0,4,0.0,1,3.0,1,PLAN02,2,1,3.0,26,Male,India,Organic Search,Family,English,0
CUST003478,748,41.0,451.0,49.18181818181818,63.81818181818182,131.0,11.0,3.0,1.8333333333333333,-4.885714285714284,0.33631250696068604,104.85000000000001,0,15,0.0,1,3.0,1,PLAN01,1,0,3.0,48,Female,Germany,Paid Social,Individual,Arabic,1
CUST003104,542,52.76923076923077,686.0,63.46153846153846,68.61538461538461,3.0,12.0,4.0,2.6,66.94285714285712,0.5127704155223978,201.37,2,15,0.13333333333333333,0,3.0,1,PLAN02,2,0,3.0,33,Female,United States,Paid Social,Family,Arabic,0
CUST001729,1246,50.888888888888886,458.0,55.77777777777778,80.33333333333333,11.0,9.0,4.0,1.125,20.314285714285713,0.42244165247365806,216.86,1,15,0.06666666666666667,1,3.0,1,PLAN02,2,0,3.0,34,Male,Poland,Referral,Family,English,0
CUST006076,1235,38.125,610.0,44.4375,74.0625,13.0,15.0,4.0,1.7777777777777777,5.428571428571424,0.47002231946809947,104.85000000000001,0,15,0.0,1,3.0,1,PLAN01,1,0,3.0,45,Female,India,Email Campaign,Individual,English,1
CUST004782,954,50.13333333333333,752.0,57.8,61.53333333333333,5.0,15.0,4.0,1.5,-4.428571428571425,0.5048315174431397,97.86,1,15,0.06666666666666667,0,3.0,1,PLAN01,1,1,3.0,34,Female,France,Organic Search,Family,Portuguese,0
CUST000240,1150,40.625,325.0,49.375,70.25,31.0,8.0,3.0,1.3333333333333333,3.514285714285715,0.37852213430253245,97.86,1,15,0.06666666666666667,1,5.0,1,PLAN01,1,0,5.0,34,Male,United Kingdom,Email Campaign,Family,English,0
CUST007927,1870,30.666666666666668,92.0,38.666666666666664,91.33333333333333,55.0,3.0,3.0,1.0,2.571428571428571,0.2966862516603783,232.35,0,15,0.0,1,3.0,1,PLAN02,2,0,3.0,42,Other,Australia,Direct,Family,Korean,0
CUST005782,83,46.357142857142854,649.0,54.357142857142854,75.85714285714286,5.0,14.0,5.0,4.666666666666667,60.94285714285713,0.5436556300745099,13.98,0,2,0.0,1,4.0,1,PLAN01,1,2,2.25,35,Male,India,Organic Search,Corporate Bundle,Spanish,1
CUST007375,657,43.785714285714285,613.0,53.07142857142857,71.5,2.0,14.0,4.0,2.0,23.657142857142855,0.48422172060009944,321.85999999999996,1,15,0.06666666666666667,0,3.0,2,PLAN03,3,1,3.3333333333333335,64,Female,United States,Organic Search,Individual,French,0
CUST003361,1905,45.411764705882355,772.0,52.23529411764706,72.29411764705883,3.0,16.0,5.0,2.125,-8.714285714285719,0.5237344250405417,104.85000000000001,0,15,0.0,1,1.0,1,PLAN01,1,0,3.0,34,Male,United States,Organic Search,Family,Portuguese,0
CUST007157,768,42.357142857142854,593.0,51.0,74.78571428571429,0.0,13.0,5.0,2.0,-25.82857142857142,0.48110648423557406,232.35,0,15,0.0,1,2.0,1,PLAN02,2,1,2.5,49,Male,Mexico,Paid Social,Individual,English,1
CUST006233,544,42.833333333333336,257.0,52.166666666666664,63.333333333333336,125.0,6.0,3.0,1.2,-0.2571428571428571,0.28241434892798645,216.86,1,15,0.06666666666666667,1,3.0,1,PLAN02,2,0,3.0,34,Female,Spain,Organic Search,Family,Portuguese,1
CUST003878,590,46.07142857142857,645.0,52.42857142857143,71.5,50.0,14.0,5.0,1.5555555555555556,-8.542857142857143,0.4434952920862319,224.36,1,15,0.06666666666666667,4,3.6666666666666665,1,PLAN02,2,1,1.0,55,Male,Australia,Organic Search,Student,English,0
CUST007440,1947,32.142857142857146,225.0,38.857142857142854,69.28571428571429,143.0,7.0,2.0,1.4,-2.571428571428572,0.2640053132104993,185.88,3,15,0.2,0,3.0,1,PLAN02,2,0,3.0,29,Female,United Kingdom,Organic Search,Student,English,0
CUST003205,78,50.75,609.0,57.0,57.833333333333336,4.0,12.0,5.0,4.0,56.3142857142857,0.5216260705874683,30.98,0,2,0.0,1,4.0,1,PLAN02,2,0,3.0,31,Male,Germany,App Store,Family,English,0
CUST004158,1637,24.0,24.0,34.0,69.0,243.0,1.0,1.0,1.0,0.0,0.12598485897989617,216.86,1,15,0.06666666666666667,0,3.0,1,PLAN02,2,0,3.0,22,Male,United Kingdom,Referral,Individual,English,0
CUST002846,530,54.888888888888886,494.0,65.55555555555556,67.88888888888889,57.0,9.0,4.0,1.125,0.9142857142857165,0.3931997628613106,104.85000000000001,0,15,0.0,0,3.0,1,PLAN01,1,0,3.0,50,Male,France,Referral,Individual,English,0
CUST000430,1301,54.785714285714285,767.0,61.642857142857146,72.85714285714286,45.0,13.0,4.0,2.0,-9.142857142857139,0.4855241091000953,104.85000000000001,0,15,0.0,1,3.0,1,PLAN01,1,0,3.0,32,Female,United States,Partner Bundle (Telecom),Individual,Hindi,0
CUST004291,2300,38.0,380.0,45.3,70.8,5.0,10.0,5.0,1.4285714285714286,-3.3714285714285697,0.41488420716864316,216.86,1,15,0.06666666666666667,0,3.0,1,PLAN02,2,0,4.0,30,Female,South Africa,Partner Bundle (Telecom),Individual,English,1
CUST001019,2710,43.875,351.0,48.0,74.875,72.0,8.0,5.0,1.3333333333333333,2.9428571428571417,0.351010297740799,216.86,1,15,0.06666666666666667,0,3.0,1,PLAN02,2,0,3.5,21,Male,India,Organic Search,Family,Portuguese,1
CUST001128,2595,37.888888888888886,341.0,47.22222222222222,70.22222222222223,51.0,9.0,5.0,1.5,-8.285714285714285,0.36922436905625317,216.86,1,15,0.06666666666666667,2,4.0,1,PLAN02,2,0,3.0,47,Female,United States,Organic Search,Individual,French,0
CUST000683,665,50.6,506.0,58.9,74.5,13.0,10.0,5.0,1.6666666666666667,-21.54285714285714,0.4430529229448659,216.87,0,15,0.0,1,4.0,1,PLAN02,2,0,3.0,43,Male,Indonesia,Referral,Individual,German,0
CUST006331,2437,27.0,27.0,32.0,70.0,106.0,1.0,1.0,1.0,-0.7714285714285714,0.23930145950306814,239.85,0,15,0.0,1,3.0,1,PLAN02,2,1,2.0,37,Male,United States,Email Campaign,Student,English,0
CUST002127,270,54.0,270.0,63.8,70.4,4.0,5.0,2.0,1.6666666666666667,27.142857142857135,0.3942931338434667,55.92,1,9,0.1111111111111111,1,5.0,2,PLAN01,1,0,3.0,48,Male,India,Paid Social,Family,English,0
CUST006817,1230,66.33333333333333,199.0,79.33333333333333,78.66666666666667,126.0,3.0,3.0,1.0,-6.600000000000002,0.2637911223749725,344.84999999999997,0,15,0.0,0,3.0,1,PLAN03,3,0,3.0,22,Male,Spain,Organic Search,Student,English,0
CUST005892,567,36.333333333333336,109.0,44.333333333333336,68.0,14.0,3.0,3.0,1.0,6.428571428571425,0.33443009298118376,344.84999999999997,0,15,0.0,1,3.0,1,PLAN03,3,0,3.0,32,Male,United Kingdom,Referral,Individual,English,1
CUST001173,360,51.111111111111114,460.0,57.111111111111114,73.66666666666667,65.0,9.0,2.0,1.5,-4.285714285714281,0.38603399802791877,206.91,3,12,0.25,0,3.0,2,PLAN03,3,0,3.0,28,Male,Canada,Email Campaign,Family,English,1
CUST004621,296,54.857142857142854,384.0,60.57142857142857,63.142857142857146,165.0,7.0,3.0,2.3333333333333335,-13.28571428571428,0.3024244103450056,123.92,1,9,0.1111111111111111,1,5.0,1,PLAN02,2,0,3.0,34,Female,Brazil,Organic Search,Student,German,1
CUST004922,551,48.26315789473684,917.0,55.421052631578945,71.3157894736842,4.0,18.0,5.0,2.111111111111111,31.314285714285706,0.5571380013165318,97.86,1,15,0.06666666666666667,1,4.0,1,PLAN01,1,0,3.5,19,Female,United States,Affiliate Partner,Individual,English,0
CUST005672,1963,37.142857142857146,260.0,45.857142857142854,75.85714285714286,0.0,7.0,3.0,2.3333333333333335,20.91428571428571,0.4085346024191949,216.86,1,15,0.06666666666666667,0,3.0,2,PLAN02,2,0,3.0,34,Female,United States,Email Campaign,Individual,English,0
CUST003985,205,46.77777777777778,421.0,55.55555555555556,66.0,5.0,9.0,2.0,2.25,23.285714285714274,0.4410688761581902,27.96,2,6,0.3333333333333333,0,3.0,2,PLAN01,1,0,3.0,32,Male,Australia,Paid Social,Individual,English,0
CUST007088,1376,35.857142857142854,251.0,47.0,57.57142857142857,15.0,7.0,4.0,1.1666666666666667,3.57142857142857,0.37073091957114024,104.85000000000001,0,15,0.0,0,3.0,1,PLAN01,1,1,2.5,41,Male,South Africa,App Store,Individual,Indonesian,0
CUST005389,1816,52.4,524.0,60.8,74.6,1.0,10.0,5.0,1.6666666666666667,-2.0000000000000004,0.45719910142636344,97.86,1,15,0.06666666666666667,1,3.0,2,PLAN01,1,0,3.0,34,Male,South Korea,Organic Search,Corporate Bundle,Spanish,0
CUST004820,2194,50.111111111111114,451.0,55.333333333333336,66.88888888888889,88.0,9.0,2.0,1.5,-6.199999999999998,0.364988306047444,97.86,1,15,0.06666666666666667,1,1.0,1,PLAN01,1,0,3.0,38,Female,Australia,Organic Search,Student,English,1
CUST002922,2476,47.666666666666664,429.0,56.55555555555556,70.11111111111111,35.0,9.0,3.0,1.125,-11.228571428571428,0.3958149707040004,90.87,2,15,0.13333333333333333,0,3.0,2,PLAN01,1,0,4.0,32,Female,Brazil,Partner Bundle (Telecom),Family,English,0
CUST006422,2601,55.111111111111114,496.0,63.22222222222222,78.0,86.0,8.0,4.0,1.2857142857142858,-15.200000000000001,0.37305433933533644,97.86,1,15,0.06666666666666667,0,3.0,1,PLAN01,1,0,3.0,26,Male,India,Referral,Family,Spanish,0
CUST000316,2381,34.44444444444444,310.0,40.0,66.0,43.0,9.0,4.0,1.8,-2.828571428571426,0.37442314995151293,113.86,1,15,0.06666666666666667,0,3.0,1,PLAN01,1,0,3.0,34,Female,Canada,Paid Social,Corporate Bundle,Arabic,0
CUST007474,2578,47.8,478.0,54.3,79.9,6.0,10.0,4.0,2.0,34.114285714285714,0.4488103134957176,104.85000000000001,0,15,0.0,0,3.0,1,PLAN01,1,0,3.0,27,Male,Italy,Organic Search,Individual,Indonesian,0
CUST004881,1282,58.77777777777778,529.0,66.44444444444444,77.22222222222223,136.0,9.0,4.0,1.2857142857142858,-18.74285714285714,0.3398109176929677,97.86,1,15,0.06666666666666667,2,3.0,1,PLAN01,1,0,3.0,26,Female,Nigeria,Paid Social,Family,English,0
CUST001204,1308,41.111111111111114,370.0,49.0,83.55555555555556,31.0,9.0,3.0,1.2857142857142858,-8.914285714285711,0.38827766530731983,321.85999999999996,1,15,0.06666666666666667,1,4.0,1,PLAN03,3,1,2.0,45,Male,United States,Affiliate Partner,Family,Korean,0
CUST000102,1278,46.0,230.0,51.4,66.0,151.0,5.0,3.0,1.0,-7.0,0.25061973873998683,104.85000000000001,0,15,0.0,0,3.0,1,PLAN01,1,0,3.0,22,Female,Mexico,Direct,Individual,Hindi,0
CUST006110,668,33.0,264.0,42.5,83.375,0.0,8.0,4.0,1.6,11.51428571428571,0.39481975014872095,90.87,2,15,0.13333333333333333,0,3.0,1,PLAN01,1,0,3.0,35,Female,United States,Referral,Individual,Portuguese,1
CUST000488,50,22.5,45.0,30.5,45.0,8.0,2.0,2.0,2.0,6.428571428571425,0.3441325694914149,22.99,0,1,0.0,1,3.0,1,PLAN03,3,0,5.0,42,Male,Spain,Affiliate Partner,Family,Hindi,0
CUST005365,1562,44.857142857142854,314.0,51.285714285714285,65.85714285714286,9.0,7.0,5.0,1.4,12.028571428571428,0.39532016982715773,232.35,0,15,0.0,1,3.0,1,PLAN02,2,0,3.0,26,Male,Brazil,Paid Social,Individual,Hindi,0
